"Story","Title","Result","Date","Stability","Duration (s)"
"SOLI BCP","Realizar la consulta de ultimos movimientos","SUCCESS","2023-08-04T15:33:22.615-04:00[America/La_Paz]","0.0","85.85"
"SOLI BCP","Realizar el envio a otros soli","SUCCESS","2023-08-07T16:54:06.459-04:00[America/La_Paz]","0.0","106.66"
